src,dst,year
1087,13061,2003
1087,13062,2003
1087,16393,2003
1093,2399,2003
1093,6672,2003
1119,1905,2003
1119,11301,2003
1207,16684,2003
1214,14336,2003
1214,16266,2003
1227,8626,2003
1227,9201,2003
1227,13837,2003
1233,1311,2003
1233,9723,2003
1233,12374,2003
1234,3376,2003
1234,9083,2003
1234,10972,2003
1238,6428,2003
1238,12821,2003
1243,1775,2003
1243,6443,2003
1243,8788,2003
1243,11973,2003
1243,16296,2003
1243,16676,2003
1257,14554,2003
1258,5063,2003
1258,10226,2003
1258,15752,2003
1270,13029,2003
1282,2434,2003
1282,14014,2003
1282,15765,2003
1282,16267,2003
1282,16268,2003
1282,16269,2003
1282,16270,2003
1282,16271,2003
1282,16290,2003
1284,9583,2003
1284,16218,2003
1311,9723,2003
1311,12374,2003
1321,9690,2003
1322,6590,2003
1322,7632,2003
1330,6002,2003
1330,12106,2003
1330,12632,2003
1350,15050,2003
1358,13422,2003
1361,11983,2003
1361,13476,2003
1361,14992,2003
1361,15792,2003
1386,10378,2003
1386,10379,2003
1393,1395,2003
1393,10610,2003
1393,13630,2003
1395,10610,2003
1408,15839,2003
1416,12156,2003
1416,16369,2003
1416,16370,2003
1416,16371,2003
1416,16372,2003
1416,16373,2003
1508,13418,2003
1508,16711,2003
1517,16710,2003
1549,16349,2003
1587,11185,2003
1643,14576,2003
1644,3784,2003
1647,7210,2003
1656,16444,2003
1664,16493,2003
1664,16494,2003
1664,16495,2003
1664,16503,2003
1682,4899,2003
1700,7516,2003
1700,11961,2003
1700,16347,2003
1705,3915,2003
1705,11568,2003
1714,5195,2003
1714,16682,2003
1714,16683,2003
1722,16280,2003
1722,16342,2003
1735,11056,2003
1735,13773,2003
1744,1859,2003
1747,13304,2003
1765,11395,2003
1765,13296,2003
1765,15117,2003
1765,16569,2003
1767,8742,2003
1767,9809,2003
1767,12638,2003
1775,8788,2003
1775,11973,2003
1775,16676,2003
1776,16284,2003
1778,4574,2003
1778,16383,2003
1789,6486,2003
1789,15605,2003
1789,16701,2003
1789,16702,2003
1810,2876,2003
1810,10624,2003
1853,16458,2003
1853,16459,2003
1860,12640,2003
1860,15096,2003
1860,16700,2003
1902,3101,2003
1902,4353,2003
1902,10125,2003
1902,12661,2003
1905,5042,2003
1905,11301,2003
1909,8448,2003
1909,10422,2003
1909,12931,2003
1909,13847,2003
1921,2891,2003
1940,11606,2003
1940,16208,2003
1950,15192,2003
1968,16213,2003
1977,3107,2003
1980,16516,2003
1987,16452,2003
1987,16453,2003
1988,12461,2003
2025,10934,2003
2057,16092,2003
2069,8736,2003
2069,9690,2003
2069,16491,2003
2069,16492,2003
2070,5028,2003
2070,9334,2003
2070,12163,2003
2070,16665,2003
2074,6019,2003
2074,8661,2003
2074,16688,2003
2082,4599,2003
2082,4600,2003
2082,6545,2003
2099,8822,2003
2156,7623,2003
2156,16541,2003
2164,6066,2003
2164,16603,2003
2164,16604,2003
2166,14070,2003
2177,3177,2003
2178,2598,2003
2178,5066,2003
2178,11505,2003
2178,13216,2003
2241,4361,2003
2241,15721,2003
2262,6640,2003
2262,6642,2003
2262,12786,2003
2262,13085,2003
2262,15140,2003
2262,16438,2003
2262,16439,2003
2265,8339,2003
2265,9809,2003
2265,15623,2003
2274,10326,2003
2274,16212,2003
2305,10385,2003
2315,16404,2003
2319,5572,2003
2319,9564,2003
2350,13061,2003
2350,13062,2003
2350,15710,2003
2350,15970,2003
2375,2466,2003
2375,8833,2003
2375,12824,2003
2399,6672,2003
2427,16293,2003
2427,16294,2003
2466,8833,2003
2466,12824,2003
2481,2777,2003
2481,13409,2003
2512,3582,2003
2512,9353,2003
2542,15981,2003
2566,16426,2003
2566,16497,2003
2567,16206,2003
2598,5066,2003
2598,13216,2003
2599,16706,2003
2615,5741,2003
2615,6136,2003
2615,9027,2003
2620,16317,2003
2653,16124,2003
2660,8732,2003
2660,16408,2003
2671,16591,2003
2713,7375,2003
2713,7376,2003
2728,11120,2003
2728,12632,2003
2728,15427,2003
2734,6398,2003
2777,11246,2003
2777,13409,2003
2777,16115,2003
2809,7945,2003
2809,16325,2003
2841,4034,2003
2841,8033,2003
2841,14771,2003
2841,16247,2003
2841,16248,2003
2841,16249,2003
2876,10624,2003
2883,16243,2003
2902,8824,2003
2902,11608,2003
2902,13400,2003
2902,16581,2003
2929,3769,2003
2929,6558,2003
2929,16238,2003
2929,16239,2003
2929,16240,2003
2929,16573,2003
2929,16574,2003
2929,16575,2003
2937,3368,2003
2937,3769,2003
2937,14704,2003
2937,16336,2003
2937,16337,2003
2937,16338,2003
2937,16339,2003
2937,16340,2003
2940,9298,2003
2940,9761,2003
2940,12034,2003
2940,14704,2003
2940,16341,2003
2965,15297,2003
2977,2978,2003
2977,9806,2003
2977,13816,2003
2977,13817,2003
2977,14409,2003
2977,16112,2003
2977,16113,2003
2978,9806,2003
2978,13816,2003
2978,13817,2003
2978,14409,2003
2978,16112,2003
2978,16113,2003
2986,3970,2003
2986,16241,2003
3007,5177,2003
3049,14341,2003
3063,11637,2003
3071,3220,2003
3071,9093,2003
3089,5587,2003
3089,6154,2003
3089,16219,2003
3089,16220,2003
3101,4353,2003
3103,10140,2003
3103,15321,2003
3103,16331,2003
3119,12106,2003
3119,13315,2003
3130,11873,2003
3166,7927,2003
3166,11074,2003
3166,16140,2003
3168,6085,2003
3177,11466,2003
3201,5056,2003
3201,16529,2003
3207,3208,2003
3220,9093,2003
3220,13729,2003
3221,3962,2003
3221,5146,2003
3222,8093,2003
3234,5134,2003
3234,13304,2003
3242,6507,2003
3242,10795,2003
3242,16679,2003
3243,7961,2003
3243,10440,2003
3243,12828,2003
3243,13607,2003
3243,14825,2003
3251,13268,2003
3251,16499,2003
3251,16673,2003
3306,10791,2003
3306,15916,2003
3314,13754,2003
3314,16510,2003
3314,16511,2003
3354,10440,2003
3354,10450,2003
3356,16626,2003
3356,16627,2003
3357,4505,2003
3357,5603,2003
3357,16642,2003
3368,3769,2003
3368,14704,2003
3368,16336,2003
3368,16337,2003
3368,16338,2003
3368,16339,2003
3368,16340,2003
3376,9083,2003
3376,10972,2003
3405,15428,2003
3428,16669,2003
3582,9353,2003
3606,5196,2003
3606,5440,2003
3696,3925,2003
3696,7855,2003
3696,11944,2003
3696,11945,2003
3736,6226,2003
3736,15092,2003
3737,8336,2003
3737,9019,2003
3737,13979,2003
3760,16631,2003
3761,13771,2003
3761,15957,2003
3761,16714,2003
3769,6558,2003
3769,14704,2003
3769,16238,2003
3769,16239,2003
3769,16240,2003
3769,16336,2003
3769,16337,2003
3769,16338,2003
3769,16339,2003
3769,16340,2003
3796,4316,2003
3796,10851,2003
3877,15370,2003
3899,5873,2003
3915,11568,2003
3925,7855,2003
3958,14803,2003
3962,5146,2003
3970,16241,2003
4009,16212,2003
4034,8033,2003
4034,14771,2003
4034,16247,2003
4034,16248,2003
4034,16249,2003
4055,6529,2003
4055,6530,2003
4055,15865,2003
4059,12288,2003
4059,16251,2003
4063,8447,2003
4063,15917,2003
4075,11973,2003
4084,11940,2003
4084,16590,2003
4091,13702,2003
4091,14767,2003
4246,14186,2003
4246,14275,2003
4274,9412,2003
4274,13324,2003
4316,10851,2003
4361,15721,2003
4415,7962,2003
4505,5603,2003
4505,16642,2003
4574,16383,2003
4583,16506,2003
4599,4600,2003
4599,6545,2003
4599,9627,2003
4600,6545,2003
4600,9627,2003
4610,16209,2003
4610,16210,2003
4611,4612,2003
4624,5613,2003
4654,5919,2003
4654,15979,2003
4665,16557,2003
4686,16417,2003
4698,13716,2003
4699,12984,2003
4753,15474,2003
4760,4762,2003
4760,6495,2003
4762,6495,2003
4832,8870,2003
4846,11951,2003
4846,15076,2003
4846,15225,2003
4894,15050,2003
4894,16263,2003
5004,9868,2003
5004,16681,2003
5028,9334,2003
5035,12820,2003
5035,15191,2003
5042,11301,2003
5056,15275,2003
5056,16529,2003
5063,10226,2003
5066,13216,2003
5086,5895,2003
5086,15636,2003
5097,7588,2003
5097,12367,2003
5099,7365,2003
5099,9395,2003
5124,11612,2003
5134,13304,2003
5184,15077,2003
5184,15174,2003
5184,16637,2003
5195,15307,2003
5209,13658,2003
5209,16680,2003
5213,5310,2003
5213,6774,2003
5213,7450,2003
5213,16671,2003
5227,5228,2003
5227,13284,2003
5227,16500,2003
5228,7468,2003
5228,13284,2003
5228,16500,2003
5251,11212,2003
5251,11764,2003
5251,11765,2003
5251,16687,2003
5309,13442,2003
5310,6774,2003
5310,7450,2003
5310,16671,2003
5407,16363,2003
5415,9738,2003
5415,16496,2003
5423,16374,2003
5428,9745,2003
5451,7475,2003
5451,16211,2003
5484,5609,2003
5532,13836,2003
5542,12973,2003
5560,8658,2003
5560,8659,2003
5560,14355,2003
5560,14356,2003
5568,6528,2003
5568,7387,2003
5568,14285,2003
5568,14286,2003
5568,15898,2003
5572,9564,2003
5587,6154,2003
5587,16219,2003
5587,16220,2003
5602,6191,2003
5602,13263,2003
5603,16642,2003
5633,9992,2003
5634,5635,2003
5634,11652,2003
5634,16367,2003
5634,16368,2003
5635,11652,2003
5635,16367,2003
5635,16368,2003
5685,6847,2003
5685,11771,2003
5707,10210,2003
5741,6136,2003
5741,9027,2003
5810,10510,2003
5810,10915,2003
5810,15132,2003
5810,15133,2003
5854,9829,2003
5858,11117,2003
5858,15763,2003
5858,16261,2003
5858,16395,2003
5858,16396,2003
5858,16397,2003
5858,16398,2003
5892,15153,2003
5895,15636,2003
5919,15979,2003
5942,14647,2003
5951,16348,2003
5963,10929,2003
5970,12254,2003
5971,8754,2003
5972,11449,2003
6002,12106,2003
6002,12632,2003
6011,16632,2003
6019,16688,2003
6032,6277,2003
6032,8737,2003
6032,8835,2003
6042,15159,2003
6044,6543,2003
6066,16603,2003
6066,16604,2003
6081,6082,2003
6081,6083,2003
6082,6083,2003
6084,7274,2003
6136,9027,2003
6154,16219,2003
6154,16220,2003
6191,13263,2003
6206,9785,2003
6206,15983,2003
6226,14137,2003
6226,15092,2003
6226,16237,2003
6226,16434,2003
6226,16435,2003
6282,8948,2003
6282,15942,2003
6282,16326,2003
6410,16207,2003
6443,16296,2003
6486,9073,2003
6486,12260,2003
6486,15605,2003
6486,16701,2003
6486,16702,2003
6498,12579,2003
6498,15254,2003
6498,16454,2003
6498,16677,2003
6507,10795,2003
6528,7387,2003
6528,14285,2003
6528,14286,2003
6528,15898,2003
6528,16592,2003
6529,6530,2003
6529,15865,2003
6530,15865,2003
6535,16311,2003
6543,14859,2003
6543,15848,2003
6545,6607,2003
6545,7401,2003
6545,9627,2003
6545,16375,2003
6558,16238,2003
6558,16239,2003
6558,16240,2003
6579,13747,2003
6590,7632,2003
6607,7401,2003
6607,16375,2003
6636,15087,2003
6640,6642,2003
6648,6672,2003
6700,10536,2003
6700,16530,2003
6700,16531,2003
6700,16532,2003
6774,7450,2003
6774,15077,2003
6774,16670,2003
6774,16671,2003
6792,9184,2003
6792,15546,2003
6792,16289,2003
6846,16542,2003
6847,11771,2003
6862,13067,2003
6995,16273,2003
6995,16274,2003
7040,11758,2003
7102,16633,2003
7184,16707,2003
7186,16699,2003
7224,10771,2003
7243,16514,2003
7243,16515,2003
7250,9556,2003
7250,9557,2003
7250,12374,2003
7278,16586,2003
7278,16587,2003
7284,15311,2003
7284,15932,2003
7284,16512,2003
7284,16513,2003
7292,9166,2003
7292,10089,2003
7292,16651,2003
7292,16652,2003
7299,8256,2003
7299,14116,2003
7313,7699,2003
7324,7979,2003
7324,11077,2003
7365,9395,2003
7365,16460,2003
7365,16640,2003
7365,16641,2003
7375,7376,2003
7384,9828,2003
7387,14285,2003
7387,14286,2003
7387,15898,2003
7387,16411,2003
7387,16592,2003
7401,12184,2003
7401,16375,2003
7407,10872,2003
7428,16297,2003
7428,16321,2003
7450,13543,2003
7450,16194,2003
7450,16322,2003
7450,16671,2003
7468,16500,2003
7470,16128,2003
7475,16211,2003
7508,15095,2003
7516,11961,2003
7516,16347,2003
7525,12117,2003
7525,16536,2003
7579,14900,2003
7588,12367,2003
7623,10622,2003
7623,11104,2003
7623,16541,2003
7647,15308,2003
7647,15309,2003
7647,16584,2003
7683,16152,2003
7705,12430,2003
7715,9008,2003
7747,8486,2003
7759,16696,2003
7759,16697,2003
7763,16433,2003
7900,12783,2003
7927,15133,2003
7945,16325,2003
7957,14218,2003
7961,12828,2003
7961,14825,2003
7979,11077,2003
8033,14771,2003
8033,16247,2003
8033,16248,2003
8033,16249,2003
8034,16252,2003
8034,16253,2003
8034,16254,2003
8034,16255,2003
8034,16256,2003
8034,16257,2003
8034,16258,2003
8034,16259,2003
8034,16260,2003
8038,8107,2003
8038,10618,2003
8045,8639,2003
8045,10992,2003
8045,12301,2003
8045,15050,2003
8092,9218,2003
8092,10585,2003
8107,10618,2003
8241,8242,2003
8241,8243,2003
8242,8243,2003
8250,10951,2003
8250,16520,2003
8255,14929,2003
8256,14116,2003
8274,15493,2003
8313,16244,2003
8336,9019,2003
8336,13979,2003
8336,14099,2003
8339,9809,2003
8339,15623,2003
8353,9142,2003
8360,16622,2003
8377,12162,2003
8377,12348,2003
8377,14326,2003
8387,15451,2003
8419,12012,2003
8447,15917,2003
8448,10422,2003
8448,12931,2003
8448,13847,2003
8473,12923,2003
8473,12925,2003
8493,8496,2003
8493,16360,2003
8496,16360,2003
8509,16605,2003
8509,16606,2003
8509,16607,2003
8509,16608,2003
8509,16609,2003
8512,15177,2003
8512,16245,2003
8563,15025,2003
8586,12119,2003
8626,9201,2003
8626,13837,2003
8639,10992,2003
8639,12301,2003
8654,10377,2003
8654,13825,2003
8658,8659,2003
8658,10660,2003
8658,10664,2003
8658,14355,2003
8658,14356,2003
8658,14894,2003
8658,14896,2003
8658,15829,2003
8659,14355,2003
8659,14356,2003
8674,9460,2003
8674,16295,2003
8689,8690,2003
8689,8692,2003
8689,8693,2003
8690,8692,2003
8690,8693,2003
8692,8693,2003
8695,16504,2003
8699,11818,2003
8699,14510,2003
8699,14511,2003
8699,14512,2003
8699,14513,2003
8699,16559,2003
8699,16560,2003
8699,16561,2003
8699,16562,2003
8699,16563,2003
8699,16564,2003
8699,16565,2003
8699,16566,2003
8699,16567,2003
8699,16568,2003
8705,8706,2003
8732,16408,2003
8736,9690,2003
8736,16491,2003
8736,16492,2003
8742,9809,2003
8742,12638,2003
8755,13411,2003
8762,16712,2003
8767,16399,2003
8767,16400,2003
8788,11973,2003
8824,11608,2003
8824,13400,2003
8824,16581,2003
8826,15627,2003
8833,12824,2003
8870,10144,2003
8879,15564,2003
8879,16505,2003
8889,16409,2003
8889,16410,2003
8912,9043,2003
8912,16432,2003
8912,16593,2003
8948,16326,2003
8953,11339,2003
8953,12915,2003
8953,13496,2003
8953,15816,2003
8953,16708,2003
8953,16709,2003
8965,12631,2003
9005,9006,2003
9005,9007,2003
9006,9007,2003
9019,13979,2003
9043,16432,2003
9043,16593,2003
9058,16636,2003
9072,9330,2003
9072,14449,2003
9073,12260,2003
9083,10972,2003
9184,15546,2003
9184,16289,2003
9189,10032,2003
9189,15214,2003
9201,13837,2003
9215,13176,2003
9218,10585,2003
9218,16478,2003
9256,16689,2003
9296,10819,2003
9296,12121,2003
9296,13068,2003
9298,9761,2003
9298,12034,2003
9330,14449,2003
9340,10773,2003
9340,12750,2003
9345,16421,2003
9345,16422,2003
9345,16423,2003
9345,16424,2003
9345,16425,2003
9400,11404,2003
9400,16298,2003
9412,13324,2003
9460,16295,2003
9514,9515,2003
9514,15953,2003
9514,15954,2003
9515,15953,2003
9515,15954,2003
9538,9539,2003
9556,9557,2003
9556,12374,2003
9557,12374,2003
9583,16218,2003
9588,10767,2003
9690,16491,2003
9690,16492,2003
9723,12374,2003
9728,16281,2003
9738,16496,2003
9746,9747,2003
9746,11875,2003
9746,11876,2003
9747,11875,2003
9747,11876,2003
9761,12034,2003
9785,15983,2003
9806,14409,2003
9807,10432,2003
9807,11707,2003
9807,11708,2003
9807,15497,2003
9809,12638,2003
9809,15623,2003
9868,16681,2003
9904,12732,2003
9904,12733,2003
9904,12734,2003
9904,16340,2003
9904,16597,2003
9904,16598,2003
9904,16599,2003
9904,16600,2003
9904,16601,2003
9904,16602,2003
9969,13494,2003
10032,15214,2003
10089,16651,2003
10089,16652,2003
10100,13988,2003
10125,12661,2003
10140,10141,2003
10140,10143,2003
10140,15321,2003
10140,16331,2003
10140,16650,2003
10141,10143,2003
10141,16650,2003
10143,16650,2003
10169,16585,2003
10175,12459,2003
10175,16236,2003
10197,13322,2003
10315,11266,2003
10315,12984,2003
10377,13825,2003
10378,10379,2003
10432,11707,2003
10432,11708,2003
10432,15497,2003
10432,16450,2003
10440,10450,2003
10440,12828,2003
10440,13607,2003
10442,12231,2003
10442,12232,2003
10455,15948,2003
10455,16713,2003
10492,13501,2003
10492,13690,2003
10492,15286,2003
10496,10497,2003
10496,10498,2003
10497,10498,2003
10503,16476,2003
10503,16477,2003
10510,10915,2003
10510,15132,2003
10510,15133,2003
10568,12858,2003
10612,16572,2003
10622,11104,2003
10623,16489,2003
10660,10664,2003
10660,14894,2003
10660,14896,2003
10660,15829,2003
10664,14894,2003
10664,14896,2003
10664,15829,2003
10691,13886,2003
10691,16427,2003
10691,16428,2003
10691,16429,2003
10691,16430,2003
10691,16457,2003
10706,10707,2003
10706,16698,2003
10719,16272,2003
10719,16507,2003
10752,16543,2003
10754,10890,2003
10773,12750,2003
10784,15817,2003
10791,15916,2003
10795,16384,2003
10798,13678,2003
10798,16283,2003
10800,10801,2003
10812,12273,2003
10819,12121,2003
10819,13068,2003
10893,15576,2003
10915,15132,2003
10921,16299,2003
10921,16300,2003
10921,16301,2003
10921,16302,2003
10921,16303,2003
10921,16304,2003
10921,16305,2003
10931,12111,2003
10951,16520,2003
10971,12162,2003
10971,15927,2003
10992,12301,2003
10992,15050,2003
11030,16309,2003
11056,13773,2003
11069,13723,2003
11074,12759,2003
11074,16140,2003
11117,15763,2003
11117,16261,2003
11120,12632,2003
11120,15427,2003
11212,11764,2003
11212,11765,2003
11212,16687,2003
11246,16115,2003
11251,12586,2003
11254,16052,2003
11254,16445,2003
11266,12984,2003
11339,12915,2003
11339,13496,2003
11339,15816,2003
11339,16708,2003
11339,16709,2003
11395,13296,2003
11404,16298,2003
11444,16431,2003
11471,11472,2003
11471,16324,2003
11472,16324,2003
11505,14917,2003
11505,14918,2003
11599,15304,2003
11608,13400,2003
11608,16581,2003
11652,16367,2003
11652,16368,2003
11707,11708,2003
11707,15497,2003
11708,15497,2003
11764,11765,2003
11764,16687,2003
11765,16687,2003
11773,12803,2003
11798,16405,2003
11818,14510,2003
11818,14511,2003
11818,14512,2003
11818,14513,2003
11818,16559,2003
11818,16560,2003
11818,16561,2003
11818,16562,2003
11818,16563,2003
11818,16564,2003
11818,16565,2003
11818,16566,2003
11818,16567,2003
11818,16568,2003
11875,11876,2003
11928,16625,2003
11940,16590,2003
11944,11945,2003
11951,15225,2003
11954,16686,2003
11961,16347,2003
11965,12112,2003
11965,15262,2003
11969,12578,2003
11983,13476,2003
11983,14992,2003
11983,15792,2003
12082,14393,2003
12082,16521,2003
12082,16522,2003
12098,13961,2003
12104,16685,2003
12106,12632,2003
12106,13315,2003
12112,15262,2003
12117,16536,2003
12121,13068,2003
12156,16369,2003
12156,16370,2003
12156,16371,2003
12156,16372,2003
12156,16373,2003
12161,16490,2003
12162,12348,2003
12162,15927,2003
12163,16665,2003
12182,15998,2003
12183,13689,2003
12183,16678,2003
12231,12232,2003
12273,12610,2003
12273,15148,2003
12288,16251,2003
12346,16195,2003
12347,15260,2003
12348,13350,2003
12434,16528,2003
12450,16672,2003
12459,16236,2003
12471,14624,2003
12483,15101,2003
12523,15585,2003
12545,16550,2003
12545,16551,2003
12545,16552,2003
12545,16553,2003
12545,16554,2003
12545,16555,2003
12545,16556,2003
12579,16454,2003
12610,15148,2003
12632,15427,2003
12640,15096,2003
12674,12675,2003
12674,16662,2003
12674,16663,2003
12674,16664,2003
12732,12733,2003
12732,12734,2003
12732,16340,2003
12732,16597,2003
12732,16598,2003
12732,16599,2003
12732,16600,2003
12732,16601,2003
12732,16602,2003
12733,12734,2003
12733,16340,2003
12733,16597,2003
12733,16598,2003
12733,16599,2003
12733,16600,2003
12733,16601,2003
12733,16602,2003
12734,16340,2003
12734,16597,2003
12734,16598,2003
12734,16599,2003
12734,16600,2003
12734,16601,2003
12734,16602,2003
12786,13085,2003
12786,15140,2003
12786,16419,2003
12786,16420,2003
12786,16438,2003
12786,16439,2003
12820,15191,2003
12828,13607,2003
12828,14825,2003
12886,15985,2003
12905,16544,2003
12905,16545,2003
12905,16546,2003
12905,16547,2003
12905,16548,2003
12905,16549,2003
12915,13496,2003
12915,15816,2003
12915,16708,2003
12915,16709,2003
12923,12925,2003
12931,13847,2003
12935,12936,2003
12942,16310,2003
12987,14691,2003
12987,16705,2003
13033,13034,2003
13033,13035,2003
13034,13035,2003
13061,13062,2003
13061,15710,2003
13061,15970,2003
13061,16393,2003
13062,15710,2003
13062,15970,2003
13062,16393,2003
13062,16526,2003
13062,16527,2003
13085,15140,2003
13085,16438,2003
13085,16439,2003
13110,13629,2003
13191,16264,2003
13191,16265,2003
13240,13241,2003
13268,16499,2003
13284,16500,2003
13400,16581,2003
13418,16711,2003
13450,16394,2003
13476,14992,2003
13476,15792,2003
13496,15816,2003
13496,16708,2003
13496,16709,2003
13500,13502,2003
13500,16612,2003
13501,13690,2003
13501,15286,2003
13502,16612,2003
13511,13512,2003
13518,16668,2003
13541,16292,2003
13543,16194,2003
13543,16322,2003
13578,14399,2003
13587,13762,2003
13587,16517,2003
13658,16680,2003
13678,16283,2003
13689,16678,2003
13690,15286,2003
13702,14767,2003
13754,16510,2003
13754,16511,2003
13762,16517,2003
13769,13770,2003
13771,15957,2003
13771,16714,2003
13810,16291,2003
13816,13817,2003
13816,14409,2003
13817,14409,2003
13886,16428,2003
13886,16430,2003
13886,16457,2003
13922,13923,2003
13922,16446,2003
13922,16447,2003
13923,16446,2003
13923,16447,2003
13930,16250,2003
13991,16667,2003
14002,15220,2003
14002,15221,2003
14014,16267,2003
14014,16268,2003
14014,16269,2003
14014,16270,2003
14014,16271,2003
14137,16434,2003
14137,16435,2003
14186,14275,2003
14203,15821,2003
14285,14286,2003
14285,15898,2003
14285,16592,2003
14286,15898,2003
14286,16592,2003
14336,16266,2003
14355,14356,2003
14393,16521,2003
14393,16522,2003
14419,16649,2003
14490,16276,2003
14510,14511,2003
14510,14512,2003
14510,14513,2003
14510,16559,2003
14510,16560,2003
14510,16561,2003
14510,16562,2003
14510,16563,2003
14510,16564,2003
14510,16565,2003
14510,16566,2003
14510,16567,2003
14510,16568,2003
14511,14512,2003
14511,14513,2003
14511,16559,2003
14511,16560,2003
14511,16561,2003
14511,16562,2003
14511,16563,2003
14511,16564,2003
14511,16565,2003
14511,16566,2003
14511,16567,2003
14511,16568,2003
14512,14513,2003
14512,16559,2003
14512,16560,2003
14512,16561,2003
14512,16562,2003
14512,16563,2003
14512,16564,2003
14512,16565,2003
14512,16566,2003
14512,16567,2003
14512,16568,2003
14513,16559,2003
14513,16560,2003
14513,16561,2003
14513,16562,2003
14513,16563,2003
14513,16564,2003
14513,16565,2003
14513,16566,2003
14513,16567,2003
14513,16568,2003
14533,16486,2003
14691,16705,2003
14704,16336,2003
14704,16337,2003
14704,16338,2003
14704,16339,2003
14704,16340,2003
14704,16341,2003
14729,16583,2003
14743,14744,2003
14768,16246,2003
14768,16262,2003
14771,16247,2003
14771,16248,2003
14771,16249,2003
14845,16666,2003
14860,14861,2003
14876,16455,2003
14876,16456,2003
14894,14896,2003
14894,15829,2003
14896,15829,2003
14917,14918,2003
14943,15956,2003
14992,15792,2003
15043,16343,2003
15043,16344,2003
15043,16364,2003
15050,16263,2003
15077,15174,2003
15077,16637,2003
15077,16670,2003
15096,16700,2003
15117,16569,2003
15140,16419,2003
15140,16420,2003
15140,16438,2003
