src,dst,year
243,12824,2001
249,8012,2001
249,8110,2001
249,9353,2001
249,10754,2001
249,10889,2001
249,10890,2001
249,11444,2001
255,7075,2001
255,11245,2001
255,11247,2001
255,12228,2001
255,12802,2001
265,13095,2001
265,13996,2001
268,2291,2001
268,8286,2001
272,13952,2001
272,13953,2001
274,10175,2001
274,10176,2001
274,12459,2001
274,13448,2001
274,13449,2001
277,286,2001
277,3053,2001
277,11458,2001
277,12068,2001
277,13623,2001
279,8855,2001
283,14206,2001
284,5450,2001
284,9805,2001
286,3053,2001
286,11458,2001
286,12068,2001
286,13623,2001
287,288,2001
287,289,2001
287,4528,2001
287,11568,2001
288,289,2001
294,9073,2001
294,14476,2001
294,14477,2001
299,9976,2001
299,14086,2001
299,14344,2001
300,12759,2001
304,13772,2001
304,14369,2001
304,14478,2001
305,433,2001
305,637,2001
305,2350,2001
305,13269,2001
315,8108,2001
315,14527,2001
327,1012,2001
327,8254,2001
327,10854,2001
327,10855,2001
360,2660,2001
360,13405,2001
360,14274,2001
365,1287,2001
365,2624,2001
365,3027,2001
365,14491,2001
365,14521,2001
365,14522,2001
366,432,2001
366,867,2001
366,5153,2001
366,8489,2001
366,13098,2001
372,838,2001
372,839,2001
376,384,2001
376,1936,2001
376,2567,2001
376,9395,2001
376,12578,2001
376,12750,2001
378,446,2001
378,5531,2001
378,9923,2001
380,1517,2001
384,2567,2001
384,4846,2001
384,5685,2001
384,5951,2001
384,9395,2001
384,12750,2001
385,973,2001
385,13541,2001
397,14154,2001
397,14155,2001
401,790,2001
401,791,2001
401,9018,2001
401,14134,2001
401,14135,2001
401,14624,2001
402,11417,2001
402,13291,2001
402,13292,2001
412,9189,2001
415,3052,2001
425,9588,2001
425,11635,2001
425,13629,2001
427,1393,2001
427,10455,2001
427,10610,2001
427,13125,2001
429,754,2001
430,431,2001
430,751,2001
430,11412,2001
430,14423,2001
431,751,2001
431,11412,2001
432,867,2001
432,2615,2001
432,2616,2001
433,637,2001
433,712,2001
433,8974,2001
437,8655,2001
438,439,2001
438,3168,2001
438,6085,2001
439,486,2001
439,3168,2001
439,6085,2001
439,10208,2001
440,1699,2001
440,11209,2001
442,2265,2001
442,14136,2001
449,3267,2001
449,6671,2001
449,13869,2001
451,2102,2001
451,3267,2001
451,5944,2001
451,6219,2001
453,5542,2001
453,11733,2001
453,12610,2001
459,1606,2001
459,1698,2001
460,5741,2001
460,12705,2001
460,13519,2001
460,14091,2001
471,3598,2001
471,13936,2001
471,13937,2001
484,1561,2001
484,14186,2001
485,1123,2001
485,1124,2001
486,9256,2001
486,10208,2001
486,12024,2001
504,2296,2001
504,10473,2001
504,10474,2001
504,13468,2001
504,13469,2001
504,13470,2001
504,13471,2001
522,733,2001
522,2376,2001
522,11869,2001
522,14117,2001
524,543,2001
524,9459,2001
533,1643,2001
534,9669,2001
534,13184,2001
535,582,2001
535,5982,2001
535,6209,2001
535,7313,2001
535,9524,2001
535,12783,2001
535,13381,2001
541,13664,2001
541,13720,2001
541,13721,2001
541,13722,2001
542,3652,2001
543,1940,2001
543,4732,2001
543,9459,2001
543,11505,2001
544,4316,2001
544,5423,2001
544,8285,2001
545,8749,2001
545,8976,2001
545,10563,2001
545,11780,2001
545,12282,2001
545,12283,2001
545,12396,2001
545,14079,2001
546,547,2001
546,13406,2001
547,552,2001
547,13406,2001
547,13523,2001
551,943,2001
553,2031,2001
553,6301,2001
553,7763,2001
553,7771,2001
553,8694,2001
553,9538,2001
553,10595,2001
559,11757,2001
566,14482,2001
568,1507,2001
569,570,2001
569,573,2001
569,3463,2001
569,3582,2001
569,6696,2001
569,8285,2001
569,9401,2001
569,9627,2001
569,10896,2001
569,11587,2001
570,3463,2001
570,6696,2001
570,9401,2001
570,9627,2001
570,13860,2001
573,2902,2001
573,8285,2001
573,8843,2001
573,10896,2001
573,11006,2001
573,11586,2001
573,12904,2001
573,13542,2001
573,14201,2001
573,14202,2001
577,4172,2001
577,7474,2001
578,1549,2001
578,3026,2001
580,11037,2001
580,11754,2001
580,11755,2001
580,13706,2001
580,13826,2001
582,4316,2001
582,5797,2001
582,7313,2001
582,10699,2001
583,2728,2001
583,10585,2001
584,646,2001
584,828,2001
584,2177,2001
584,7322,2001
584,12776,2001
586,3883,2001
586,9785,2001
586,11588,2001
586,13583,2001
587,5510,2001
587,10825,2001
587,11588,2001
590,991,2001
590,1152,2001
594,6154,2001
594,13493,2001
594,14252,2001
594,14253,2001
594,14494,2001
599,2520,2001
599,13286,2001
599,13768,2001
599,13896,2001
615,13548,2001
615,13549,2001
616,12695,2001
616,14260,2001
616,14261,2001
621,1416,2001
621,4197,2001
621,10627,2001
621,10657,2001
621,10969,2001
621,11048,2001
621,12079,2001
621,13300,2001
622,6854,2001
622,13137,2001
623,1238,2001
623,12450,2001
623,12540,2001
627,629,2001
627,7895,2001
629,7895,2001
634,4274,2001
634,13400,2001
635,1004,2001
635,12784,2001
635,12785,2001
637,10348,2001
637,10639,2001
637,14360,2001
646,4744,2001
646,8733,2001
646,10649,2001
646,14078,2001
647,13206,2001
648,3243,2001
649,1775,2001
649,1776,2001
649,2099,2001
649,2512,2001
649,12640,2001
649,14380,2001
650,1882,2001
650,6698,2001
650,9775,2001
650,10742,2001
650,12477,2001
653,12371,2001
656,7854,2001
664,12121,2001
664,12122,2001
668,1983,2001
668,12174,2001
668,13681,2001
670,11730,2001
670,11821,2001
670,11822,2001
670,13564,2001
675,775,2001
675,1360,2001
675,1361,2001
675,2379,2001
675,8774,2001
675,13476,2001
677,13391,2001
685,4009,2001
689,9665,2001
689,13781,2001
712,8974,2001
714,9733,2001
715,14160,2001
719,12028,2001
720,5923,2001
720,11813,2001
722,7177,2001
733,2376,2001
733,3729,2001
733,9908,2001
733,11508,2001
733,11869,2001
733,14117,2001
738,1227,2001
738,4753,2001
738,5532,2001
738,7927,2001
738,11958,2001
738,12632,2001
738,13008,2001
738,13009,2001
738,14592,2001
744,746,2001
744,2169,2001
744,13794,2001
746,2169,2001
746,13794,2001
749,9528,2001
751,10166,2001
751,11412,2001
751,13483,2001
751,13484,2001
751,13614,2001
751,13950,2001
752,994,2001
752,6547,2001
752,11118,2001
752,12074,2001
752,13954,2001
753,6846,2001
753,13355,2001
753,13356,2001
755,14501,2001
757,3558,2001
757,4467,2001
757,5209,2001
757,10651,2001
757,13658,2001
757,13659,2001
758,2179,2001
763,5539,2001
775,1360,2001
775,1361,2001
775,13476,2001
776,1496,2001
776,5810,2001
776,6084,2001
776,7401,2001
776,7680,2001
776,8756,2001
776,8980,2001
776,9073,2001
776,13445,2001
779,7102,2001
779,13485,2001
783,977,2001
783,11481,2001
783,13792,2001
789,5542,2001
789,7699,2001
790,9018,2001
791,4999,2001
791,14624,2001
818,7320,2001
828,2177,2001
828,7630,2001
831,1259,2001
831,4656,2001
831,13635,2001
831,13636,2001
831,13637,2001
831,13638,2001
831,13672,2001
831,13673,2001
831,13674,2001
831,14329,2001
831,14330,2001
837,2566,2001
837,14190,2001
837,14191,2001
838,839,2001
838,12944,2001
839,1390,2001
839,2566,2001
839,13601,2001
839,13602,2001
851,13036,2001
853,4290,2001
853,5403,2001
853,13151,2001
853,13152,2001
859,860,2001
859,1087,2001
860,1087,2001
873,2399,2001
873,10383,2001
873,13100,2001
882,1609,2001
882,5707,2001
890,891,2001
890,3125,2001
891,2217,2001
891,3125,2001
891,11908,2001
891,12462,2001
891,14497,2001
891,14498,2001
895,2422,2001
895,7733,2001
897,6745,2001
911,6672,2001
911,10418,2001
911,12158,2001
911,14406,2001
915,916,2001
916,2992,2001
916,11772,2001
916,14276,2001
916,14277,2001
921,7771,2001
928,8863,2001
931,1003,2001
931,1087,2001
931,2491,2001
932,4122,2001
932,11915,2001
932,13018,2001
932,13059,2001
932,13060,2001
938,14235,2001
939,11596,2001
942,9508,2001
942,13361,2001
943,6246,2001
943,13749,2001
943,13750,2001
943,13751,2001
947,1400,2001
947,11921,2001
947,13124,2001
948,5183,2001
948,5212,2001
948,8335,2001
948,13124,2001
948,13662,2001
955,4520,2001
956,10210,2001
956,12807,2001
956,13047,2001
960,11782,2001
960,13186,2001
960,13187,2001
960,13188,2001
960,13387,2001
960,13388,2001
960,13389,2001
960,13849,2001
960,13850,2001
960,13851,2001
970,1525,2001
970,14309,2001
970,14310,2001
973,2399,2001
973,12790,2001
973,12791,2001
973,13541,2001
977,11481,2001
989,9427,2001
989,11963,2001
989,11964,2001
989,12127,2001
989,13865,2001
989,13866,2001
991,1152,2001
991,6103,2001
991,14141,2001
991,14142,2001
994,6547,2001
994,8502,2001
994,12074,2001
998,1000,2001
998,13073,2001
1000,1947,2001
1000,5130,2001
1000,13073,2001
1000,13503,2001
1003,1087,2001
1003,2491,2001
1004,12784,2001
1004,12785,2001
1005,1023,2001
1005,4289,2001
1005,13207,2001
1009,6472,2001
1009,7699,2001
1012,1036,2001
1012,1359,2001
1012,1549,2001
1012,8254,2001
1012,10854,2001
1012,10855,2001
1018,10551,2001
1018,14090,2001
1019,2098,2001
1019,13193,2001
1019,13194,2001
1021,2396,2001
1021,14389,2001
1022,1023,2001
1022,14223,2001
1022,14520,2001
1023,13207,2001
1023,14520,2001
1036,1359,2001
1036,1549,2001
1040,9588,2001
1040,13266,2001
1041,1042,2001
1041,1271,2001
1041,14390,2001
1042,2163,2001
1042,9233,2001
1043,1735,2001
1043,2019,2001
1043,2460,2001
1043,5670,2001
1043,8431,2001
1043,10004,2001
1043,12271,2001
1043,12450,2001
1043,13402,2001
1043,13467,2001
1043,14301,2001
1043,14336,2001
1050,13140,2001
1050,13392,2001
1050,13689,2001
1058,3103,2001
1058,6330,2001
1062,1090,2001
1062,4035,2001
1066,1535,2001
1066,1749,2001
1066,8824,2001
1066,10789,2001
1066,11608,2001
1066,12043,2001
1066,13066,2001
1066,14210,2001
1072,3544,2001
1072,6330,2001
1079,3356,2001
1079,13514,2001
1079,13515,2001
1079,14240,2001
1081,2728,2001
1081,7973,2001
1081,12738,2001
1081,12790,2001
1087,2491,2001
1090,4035,2001
1091,2929,2001
1091,7615,2001
1091,13871,2001
1091,13872,2001
1091,13873,2001
1091,13874,2001
1093,1857,2001
1093,13380,2001
1102,8532,2001
1107,1108,2001
1107,12145,2001
1107,14112,2001
1107,14113,2001
1108,12145,2001
1113,13941,2001
1113,13942,2001
1113,13943,2001
1118,10784,2001
1118,14339,2001
1118,14340,2001
1118,14529,2001
1118,14530,2001
1120,1121,2001
1120,3488,2001
1120,9132,2001
1120,12792,2001
1121,3488,2001
1121,9132,2001
1121,12792,2001
1123,1124,2001
1123,3101,2001
1123,8938,2001
1124,3101,2001
1124,8938,2001
1131,13670,2001
1143,14378,2001
1143,14379,2001
1155,5392,2001
1155,7223,2001
1155,12558,2001
1155,12620,2001
1155,13739,2001
1155,13853,2001
1155,14428,2001
1155,14581,2001
1155,14582,2001
1155,14583,2001
1169,12917,2001
1179,8958,2001
1179,10976,2001
1179,13190,2001
1179,13243,2001
1179,13244,2001
1181,9330,2001
1181,13185,2001
1181,14449,2001
1187,8500,2001
1207,10450,2001
1210,1214,2001
1210,6477,2001
1210,10658,2001
1213,4471,2001
1213,7284,2001
1213,11863,2001
1213,11864,2001
1213,13537,2001
1213,13563,2001
1214,5593,2001
1214,6477,2001
1214,7946,2001
1214,10658,2001
1219,9479,2001
1219,13958,2001
1223,5408,2001
1223,6745,2001
1223,13539,2001
1226,8038,2001
1227,5532,2001
1227,7927,2001
1227,8686,2001
1227,10820,2001
1227,13009,2001
1227,13836,2001
1227,13837,2001
1227,14593,2001
1233,4333,2001
1233,7937,2001
1233,9556,2001
1233,12374,2001
1233,12885,2001
1233,13603,2001
1234,3376,2001
1234,9083,2001
1236,2972,2001
1236,6459,2001
1236,9192,2001
1236,13416,2001
1236,13417,2001
1238,4967,2001
1238,6330,2001
1238,7474,2001
1238,10337,2001
1238,12307,2001
1238,12450,2001
1238,12540,2001
1238,13377,2001
1238,13378,2001
1238,14263,2001
1240,4339,2001
1240,4340,2001
1240,9698,2001
1240,13507,2001
1243,1744,2001
1243,1775,2001
1243,4570,2001
1243,5509,2001
1249,2329,2001
1249,12892,2001
1254,11649,2001
1257,14554,2001
1258,5063,2001
1258,7668,2001
1258,10226,2001
1258,13742,2001
1259,1358,2001
1259,1815,2001
1259,8695,2001
1259,13672,2001
1259,13673,2001
1259,13674,2001
1270,5035,2001
1270,12820,2001
1270,13029,2001
1270,13250,2001
1271,14390,2001
1280,10949,2001
1282,14014,2001
1282,14015,2001
1282,14016,2001
1282,14017,2001
1282,14018,2001
1282,14019,2001
1282,14020,2001
1282,14021,2001
1282,14022,2001
1282,14023,2001
1282,14024,2001
1282,14025,2001
1282,14026,2001
1282,14027,2001
1282,14071,2001
1282,14072,2001
1282,14073,2001
1282,14074,2001
1282,14075,2001
1282,14076,2001
1282,14081,2001
1282,14082,2001
1282,14083,2001
1282,14084,2001
1287,3831,2001
1287,13789,2001
1287,14521,2001
1287,14522,2001
1288,8752,2001
1317,6297,2001
1317,14448,2001
1318,2519,2001
1318,6398,2001
1337,7267,2001
1350,7210,2001
1350,9218,2001
1350,9524,2001
1350,10213,2001
1350,10915,2001
1352,5352,2001
1358,1815,2001
1358,6223,2001
1358,8695,2001
1358,11031,2001
1359,1549,2001
1360,1361,2001
1360,13476,2001
1361,13476,2001
1363,13259,2001
1363,13260,2001
1364,1880,2001
1364,13783,2001
1364,13784,2001
1364,14331,2001
1384,4230,2001
1384,9880,2001
1384,10383,2001
1390,2279,2001
1390,2566,2001
1390,13601,2001
1390,13602,2001
1390,13684,2001
1390,13685,2001
1393,9702,2001
1393,10610,2001
1393,13630,2001
1393,14395,2001
1400,11921,2001
1400,13124,2001
1402,3050,2001
1408,6507,2001
1408,7698,2001
1408,10795,2001
1408,11482,2001
1416,10627,2001
1416,10969,2001
1416,11048,2001
1416,11281,2001
1416,11921,2001
1416,12078,2001
1416,12079,2001
1416,12154,2001
1416,12155,2001
1416,13300,2001
1449,14488,2001
1449,14489,2001
1449,14490,2001
1471,5886,2001
1471,11538,2001
1471,13325,2001
1471,13326,2001
1471,13327,2001
1495,1949,2001
1495,8126,2001
1496,6084,2001
1496,7401,2001
1496,7680,2001
1496,8980,2001
1496,13445,2001
1497,13218,2001
1507,7615,2001
1507,13226,2001
1508,1815,2001
1516,14612,2001
1517,11784,2001
1517,13433,2001
1532,4201,2001
1535,8824,2001
1535,11608,2001
1535,12043,2001
1535,13066,2001
1535,14210,2001
1541,12440,2001
1549,3026,2001
1552,2465,2001
1552,2837,2001
1552,5726,2001
1552,13615,2001
1560,10893,2001
1561,6331,2001
1582,2156,2001
1582,2539,2001
1582,3137,2001
1586,13299,2001
1587,2177,2001
1587,3899,2001
1587,11887,2001
1587,14616,2001
1604,10773,2001
1604,13280,2001
1604,13281,2001
1606,1698,2001
1609,5707,2001
1610,12619,2001
1611,1854,2001
1611,3558,2001
1611,14222,2001
1620,12930,2001
1622,2062,2001
1622,2063,2001
1631,14551,2001
1631,14552,2001
1643,14576,2001
1645,10852,2001
1656,13459,2001
1656,13967,2001
1656,13968,2001
1657,8714,2001
1657,9581,2001
1657,13452,2001
1657,13453,2001
1664,14040,2001
1668,2355,2001
1668,6862,2001
1668,8375,2001
1668,11994,2001
1668,12377,2001
1668,12378,2001
1668,13744,2001
1668,13985,2001
1669,2363,2001
1669,5853,2001
1683,8228,2001
1689,10725,2001
1696,12047,2001
1698,4535,2001
1698,5359,2001
1699,11209,2001
1702,2977,2001
1702,11086,2001
1702,14547,2001
1705,4157,2001
1705,9597,2001
1705,14348,2001
1714,5195,2001
1714,5882,2001
1714,8261,2001
1714,14247,2001
1714,14248,2001
1735,11056,2001
1735,13773,2001
1735,14301,2001
1744,1859,2001
1744,4238,2001
1744,4570,2001
1744,5509,2001
1744,13192,2001
1747,3401,2001
1747,8950,2001
1747,13304,2001
1749,10789,2001
1764,14254,2001
1765,4265,2001
1765,5740,2001
1765,11395,2001
1765,13264,2001
1765,13296,2001
1765,13297,2001
1767,9809,2001
1767,12638,2001
1772,1820,2001
1772,2274,2001
1775,1776,2001
1775,2099,2001
1775,2876,2001
1775,2883,2001
1775,4570,2001
1775,10893,2001
1775,11973,2001
1776,11973,2001
1776,14380,2001
1778,2883,2001
1778,3221,2001
1778,4574,2001
1778,10144,2001
1778,12001,2001
1778,13688,2001
1780,1782,2001
1780,7210,2001
1780,13382,2001
1780,13383,2001
1782,7210,2001
1789,12601,2001
1789,12602,2001
1789,14381,2001
1792,2493,2001
1792,3572,2001
1803,10766,2001
1810,13475,2001
1810,13736,2001
1810,13861,2001
1810,14192,2001
1815,6133,2001
1815,8695,2001
1820,2274,2001
1822,1999,2001
1822,4027,2001
1822,4332,2001
1822,6042,2001
1822,8634,2001
1822,10113,2001
1822,11087,2001
1822,11125,2001
1822,12419,2001
1824,12194,2001
1824,13754,2001
1853,2517,2001
1853,2691,2001
1853,14060,2001
1853,14061,2001
1854,3558,2001
1857,13380,2001
1858,13547,2001
1858,14237,2001
1880,14331,2001
1881,1946,2001
1881,8312,2001
1881,13746,2001
1881,13981,2001
1882,4967,2001
1882,6698,2001
1882,10742,2001
1882,12477,2001
1900,11288,2001
1900,12402,2001
1900,13618,2001
1900,13619,2001
1900,13620,2001
1902,8705,2001
1902,10966,2001
1902,11294,2001
1903,4216,2001
1903,7040,2001
1903,11758,2001
1903,11778,2001
1903,13191,2001
1903,13419,2001
1903,13420,2001
1905,14143,2001
1905,14144,2001
1909,5945,2001
1909,8448,2001
1909,12931,2001
1909,13847,2001
1909,14642,2001
1940,4732,2001
1940,11505,2001
1946,8312,2001
1946,13196,2001
1946,13746,2001
1946,13981,2001
1947,5130,2001
1947,13503,2001
1951,14515,2001
1951,14516,2001
1967,1969,2001
1967,9382,2001
1969,9382,2001
1970,5726,2001
1970,14077,2001
1983,12174,2001
1983,13681,2001
1984,11015,2001
1987,14161,2001
1988,12461,2001
1988,14442,2001
1988,14443,2001
1990,11258,2001
1990,13669,2001
1999,3783,2001
1999,5565,2001
1999,11087,2001
2002,13112,2001
2013,2014,2001
2019,2460,2001
2019,5670,2001
2019,13467,2001
2026,3220,2001
2026,7498,2001
2026,14013,2001
2049,8855,2001
2057,11751,2001
2057,13256,2001
2069,8736,2001
2069,9269,2001
2069,11806,2001
2069,13204,2001
2073,14548,2001
2073,14549,2001
2098,6545,2001
2098,7930,2001
2098,8045,2001
2098,13193,2001
2098,13194,2001
2099,14481,2001
2102,3267,2001
2102,5944,2001
2102,6219,2001
2102,14587,2001
2102,14588,2001
2102,14589,2001
2127,2128,2001
2127,5792,2001
2127,7075,2001
2127,9846,2001
2128,5792,2001
2128,7075,2001
2128,9846,2001
2135,14052,2001
2143,9075,2001
2156,2539,2001
2156,3137,2001
2156,6286,2001
2156,6287,2001
2156,13276,2001
2163,9233,2001
2164,2165,2001
2166,14070,2001
2169,13794,2001
2174,2977,2001
2174,13752,2001
2174,13753,2001
2177,8126,2001
2177,8733,2001
2177,11185,2001
2177,14616,2001
2178,2598,2001
2178,5066,2001
2178,13216,2001
2179,4625,2001
2179,5031,2001
2179,6191,2001
2179,13439,2001
2184,2788,2001
2184,6849,2001
2184,9634,2001
2195,5440,2001
2195,5441,2001
2197,14008,2001
2214,4645,2001
2214,8459,2001
2214,12835,2001
2214,13275,2001
2214,13567,2001
2215,10101,2001
2215,12934,2001
2217,11908,2001
2217,12462,2001
2217,14497,2001
2217,14498,2001
2220,2221,2001
2220,12824,2001
2221,12824,2001
2222,3405,2001
2240,3104,2001
2240,8317,2001
2241,13711,2001
2245,13454,2001
2265,9809,2001
2265,14136,2001
2268,9490,2001
2268,13523,2001
2274,2275,2001
2274,13308,2001
2274,13309,2001
2274,14400,2001
2275,7687,2001
2275,9126,2001
2275,13888,2001
2275,14400,2001
2279,13684,2001
2279,13685,2001
2279,14335,2001
2290,10521,2001
2291,8286,2001
2296,8375,2001
2296,10527,2001
2296,13468,2001
2296,13469,2001
2296,13470,2001
2296,13471,2001
2296,13854,2001
2299,7969,2001
2299,13818,2001
2299,13819,2001
2299,14291,2001
2299,14361,2001
2319,9564,2001
2321,2322,2001
2321,13966,2001
2322,13966,2001
2328,5352,2001
2328,5857,2001
2328,12677,2001
2329,12892,2001
2344,11694,2001
2350,5654,2001
2350,9422,2001
2350,13269,2001
2350,14535,2001
2350,14536,2001
2355,6862,2001
2368,11502,2001
2368,11503,2001
2368,13991,2001
2368,14621,2001
2376,11869,2001
2376,14117,2001
2379,8774,2001
2379,13476,2001
2391,14455,2001
2391,14456,2001
2396,4815,2001
2396,13933,2001
2396,14389,2001
2399,10383,2001
2399,13100,2001
2422,7733,2001
2460,5670,2001
2460,13467,2001
2463,12470,2001
2465,2837,2001
2465,5726,2001
2465,13615,2001
2479,2480,2001
2480,3877,2001
2480,4240,2001
2480,12653,2001
2493,3572,2001
2512,4451,2001
2512,7365,2001
2512,7710,2001
2512,9757,2001
2512,12640,2001
2512,14146,2001
2513,6613,2001
2513,7489,2001
2513,8735,2001
2513,13785,2001
2517,2691,2001
2517,14060,2001
2517,14061,2001
2519,6398,2001
2534,12211,2001
2539,3137,2001
2552,2826,2001
2559,8868,2001
2559,13278,2001
2559,13279,2001
2566,6528,2001
2566,9441,2001
2566,13601,2001
2566,13602,2001
2566,13883,2001
2566,13884,2001
2566,13885,2001
2566,14104,2001
2566,14105,2001
2566,14106,2001
2566,14190,2001
2566,14191,2001
2566,14561,2001
2566,14562,2001
2567,5741,2001
2567,6769,2001
2567,7918,2001
2567,8654,2001
2567,9296,2001
2567,9395,2001
2567,12750,2001
2576,6158,2001
2576,14224,2001
2576,14225,2001
2590,4723,2001
2590,9259,2001
2590,11410,2001
2590,13568,2001
2592,11907,2001
2592,14368,2001
2598,5066,2001
2598,13216,2001
2613,14170,2001
2615,2616,2001
2615,9027,2001
2615,14341,2001
2615,14369,2001
2624,3027,2001
2624,14491,2001
2626,8279,2001
2626,10992,2001
2626,12981,2001
2626,13986,2001
2635,5439,2001
2635,6769,2001
2635,7706,2001
2635,8520,2001
2635,12207,2001
2635,13978,2001
2645,2646,2001
2645,11976,2001
2646,11976,2001
2646,14338,2001
2660,13405,2001
2660,14274,2001
2691,14060,2001
2691,14061,2001
2710,12548,2001
2723,10596,2001
2723,10597,2001
2724,9745,2001
2724,14299,2001
2728,7973,2001
2728,10585,2001
2728,10789,2001
2728,11120,2001
2757,9756,2001
2771,4199,2001
2771,7634,2001
2777,13409,2001
2785,13988,2001
2788,3471,2001
2788,5522,2001
2788,9634,2001
2790,14153,2001
2790,14204,2001
2790,14205,2001
2794,13730,2001
2794,14041,2001
2809,8806,2001
2809,8807,2001
2809,14321,2001
2816,13183,2001
2837,5726,2001
2837,13615,2001
2864,12973,2001
2868,13208,2001
2868,13209,2001
2868,13210,2001
2868,13230,2001
2871,13959,2001
2876,2883,2001
2876,10893,2001
2879,8963,2001
2879,13989,2001
2883,10893,2001
2883,13688,2001
2890,13489,2001
2902,9028,2001
2902,11006,2001
2902,11586,2001
2902,12904,2001
2902,13542,2001
2914,5838,2001
2914,14267,2001
2914,14268,2001
2922,14220,2001
2929,7615,2001
2929,13871,2001
2929,13872,2001
2929,13873,2001
2929,13874,2001
2940,11290,2001
2940,11291,2001
2940,11292,2001
2940,12902,2001
2940,13755,2001
2940,14320,2001
2945,6190,2001
2945,13813,2001
2947,13802,2001
2947,14416,2001
2960,6988,2001
2960,12485,2001
2972,6459,2001
2972,9192,2001
2972,13416,2001
2972,13417,2001
2977,2978,2001
2977,11086,2001
2977,12817,2001
2977,13726,2001
2977,13727,2001
2977,13728,2001
2977,13752,2001
2977,13753,2001
2977,14409,2001
2977,14547,2001
2978,7993,2001
2978,12817,2001
2978,13726,2001
2978,13727,2001
2978,13728,2001
2978,13816,2001
2978,13817,2001
2978,14409,2001
2980,4728,2001
2980,14524,2001
3002,7966,2001
3002,11365,2001
3002,13893,2001
3020,14167,2001
3032,3033,2001
3032,10170,2001
3032,12797,2001
3033,10170,2001
3033,12797,2001
3046,5088,2001
3046,14445,2001
3048,13940,2001
3053,11458,2001
3053,12068,2001
3053,13623,2001
3067,3298,2001
3067,13756,2001
3071,3243,2001
3071,8551,2001
3071,13136,2001
3071,13197,2001
3071,13793,2001
3071,14523,2001
3082,3221,2001
3082,10144,2001
3082,10501,2001
3101,8938,2001
3101,13450,2001
3101,13451,2001
3103,6330,2001
3103,11705,2001
3103,11706,2001
3106,11403,2001
3119,6852,2001
3119,13315,2001
3130,5099,2001
3130,6485,2001
3130,13466,2001
3136,13765,2001
3136,13766,2001
3137,6672,2001
3137,13965,2001
3141,14244,2001
3144,7973,2001
